idx,task_id,0_count,1_count,2_count,3_count,total_count,0_share,1_share,2_share,3_share,agreement,quadkey,Unnamed: 0,geom,taskX,taskY,url,urlB
1363,20-309495-470388,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213330311,198,"MULTIPOLYGON(((-73.7433242797852 18.1915205510666,-73.7429809570312 18.1915205510666,-73.7429809570312 18.1911943878746,-73.7433242797852 18.1911943878746,-73.7433242797852 18.1915205510666)))",309495,470388,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309495&y=470388&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309495/470388
1364,20-309495-470389,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213330313,197,"MULTIPOLYGON(((-73.7433242797852 18.1911943878746,-73.7429809570312 18.1911943878746,-73.7429809570312 18.1908682240724,-73.7433242797852 18.1908682240724,-73.7433242797852 18.1911943878746)))",309495,470389,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309495&y=470389&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309495/470389
1365,20-309496-470387,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213331022,196,"MULTIPOLYGON(((-73.7429809570312 18.1918467136485,-73.7426376342773 18.1918467136485,-73.7426376342773 18.1915205510666,-73.7429809570312 18.1915205510666,-73.7429809570312 18.1918467136485)))",309496,470387,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470387&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470387
1366,20-309496-470388,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213331200,195,"MULTIPOLYGON(((-73.7429809570312 18.1915205510666,-73.7426376342773 18.1915205510666,-73.7426376342773 18.1911943878746,-73.7429809570312 18.1911943878746,-73.7429809570312 18.1915205510666)))",309496,470388,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470388&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470388
1367,20-309496-470389,1,0,0,1,2,0.5,0.0,0.0,0.5,0.0,03221031320213331202,194,"MULTIPOLYGON(((-73.7429809570312 18.1911943878746,-73.7426376342773 18.1911943878746,-73.7426376342773 18.1908682240724,-73.7429809570312 18.1908682240724,-73.7429809570312 18.1911943878746)))",309496,470389,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309496&y=470389&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309496/470389
1368,20-309456-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230220,193,"MULTIPOLYGON(((-73.7567138671875 18.1908682240724,-73.7563705444336 18.1908682240724,-73.7563705444336 18.1905420596601,-73.7567138671875 18.1905420596601,-73.7567138671875 18.1908682240724)))",309456,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309456&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309456/470390
1369,20-309456-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230222,192,"MULTIPOLYGON(((-73.7567138671875 18.1905420596601,-73.7563705444336 18.1905420596601,-73.7563705444336 18.1902158946376,-73.7567138671875 18.1902158946376,-73.7567138671875 18.1905420596601)))",309456,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309456&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309456/470391
1370,20-309456-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232000,191,"MULTIPOLYGON(((-73.7567138671875 18.1902158946376,-73.7563705444336 18.1902158946376,-73.7563705444336 18.189889729005,-73.7567138671875 18.189889729005,-73.7567138671875 18.1902158946376)))",309456,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309456&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309456/470392
1371,20-309457-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230221,190,"MULTIPOLYGON(((-73.7563705444336 18.1908682240724,-73.7560272216797 18.1908682240724,-73.7560272216797 18.1905420596601,-73.7563705444336 18.1905420596601,-73.7563705444336 18.1908682240724)))",309457,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309457&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309457/470390
1372,20-309457-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230223,189,"MULTIPOLYGON(((-73.7563705444336 18.1905420596601,-73.7560272216797 18.1905420596601,-73.7560272216797 18.1902158946376,-73.7563705444336 18.1902158946376,-73.7563705444336 18.1905420596601)))",309457,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309457&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309457/470391
1373,20-309457-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232001,188,"MULTIPOLYGON(((-73.7563705444336 18.1902158946376,-73.7560272216797 18.1902158946376,-73.7560272216797 18.189889729005,-73.7563705444336 18.189889729005,-73.7563705444336 18.1902158946376)))",309457,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309457&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309457/470392
1374,20-309458-470390,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213230230,187,"MULTIPOLYGON(((-73.7560272216797 18.1908682240724,-73.7556838989258 18.1908682240724,-73.7556838989258 18.1905420596601,-73.7560272216797 18.1905420596601,-73.7560272216797 18.1908682240724)))",309458,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309458&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309458/470390
1375,20-309458-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230232,186,"MULTIPOLYGON(((-73.7560272216797 18.1905420596601,-73.7556838989258 18.1905420596601,-73.7556838989258 18.1902158946376,-73.7560272216797 18.1902158946376,-73.7560272216797 18.1905420596601)))",309458,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309458&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309458/470391
1376,20-309458-470392,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213232010,185,"MULTIPOLYGON(((-73.7560272216797 18.1902158946376,-73.7556838989258 18.1902158946376,-73.7556838989258 18.189889729005,-73.7560272216797 18.189889729005,-73.7560272216797 18.1902158946376)))",309458,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309458&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309458/470392
1377,20-309459-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230231,184,"MULTIPOLYGON(((-73.7556838989258 18.1908682240724,-73.7553405761719 18.1908682240724,-73.7553405761719 18.1905420596601,-73.7556838989258 18.1905420596601,-73.7556838989258 18.1908682240724)))",309459,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309459&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309459/470390
1378,20-309459-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230233,183,"MULTIPOLYGON(((-73.7556838989258 18.1905420596601,-73.7553405761719 18.1905420596601,-73.7553405761719 18.1902158946376,-73.7556838989258 18.1902158946376,-73.7556838989258 18.1905420596601)))",309459,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309459&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309459/470391
1379,20-309459-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232011,182,"MULTIPOLYGON(((-73.7556838989258 18.1902158946376,-73.7553405761719 18.1902158946376,-73.7553405761719 18.189889729005,-73.7556838989258 18.189889729005,-73.7556838989258 18.1902158946376)))",309459,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309459&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309459/470392
1380,20-309460-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230320,181,"MULTIPOLYGON(((-73.7553405761719 18.1908682240724,-73.754997253418 18.1908682240724,-73.754997253418 18.1905420596601,-73.7553405761719 18.1905420596601,-73.7553405761719 18.1908682240724)))",309460,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309460&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309460/470390
1381,20-309460-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230322,180,"MULTIPOLYGON(((-73.7553405761719 18.1905420596601,-73.754997253418 18.1905420596601,-73.754997253418 18.1902158946376,-73.7553405761719 18.1902158946376,-73.7553405761719 18.1905420596601)))",309460,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309460&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309460/470391
1382,20-309460-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232100,179,"MULTIPOLYGON(((-73.7553405761719 18.1902158946376,-73.754997253418 18.1902158946376,-73.754997253418 18.189889729005,-73.7553405761719 18.189889729005,-73.7553405761719 18.1902158946376)))",309460,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309460&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309460/470392
1383,20-309461-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230321,178,"MULTIPOLYGON(((-73.754997253418 18.1908682240724,-73.7546539306641 18.1908682240724,-73.7546539306641 18.1905420596601,-73.754997253418 18.1905420596601,-73.754997253418 18.1908682240724)))",309461,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309461&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309461/470390
1384,20-309461-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230323,177,"MULTIPOLYGON(((-73.754997253418 18.1905420596601,-73.7546539306641 18.1905420596601,-73.7546539306641 18.1902158946376,-73.754997253418 18.1902158946376,-73.754997253418 18.1905420596601)))",309461,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309461&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309461/470391
1385,20-309461-470392,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213232101,176,"MULTIPOLYGON(((-73.754997253418 18.1902158946376,-73.7546539306641 18.1902158946376,-73.7546539306641 18.189889729005,-73.754997253418 18.189889729005,-73.754997253418 18.1902158946376)))",309461,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309461&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309461/470392
1386,20-309462-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230330,175,"MULTIPOLYGON(((-73.7546539306641 18.1908682240724,-73.7543106079102 18.1908682240724,-73.7543106079102 18.1905420596601,-73.7546539306641 18.1905420596601,-73.7546539306641 18.1908682240724)))",309462,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309462&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309462/470390
1387,20-309462-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230332,174,"MULTIPOLYGON(((-73.7546539306641 18.1905420596601,-73.7543106079102 18.1905420596601,-73.7543106079102 18.1902158946376,-73.7546539306641 18.1902158946376,-73.7546539306641 18.1905420596601)))",309462,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309462&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309462/470391
1388,20-309462-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232110,173,"MULTIPOLYGON(((-73.7546539306641 18.1902158946376,-73.7543106079102 18.1902158946376,-73.7543106079102 18.189889729005,-73.7546539306641 18.189889729005,-73.7546539306641 18.1902158946376)))",309462,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309462&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309462/470392
1389,20-309463-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230331,172,"MULTIPOLYGON(((-73.7543106079102 18.1908682240724,-73.7539672851562 18.1908682240724,-73.7539672851562 18.1905420596601,-73.7543106079102 18.1905420596601,-73.7543106079102 18.1908682240724)))",309463,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470390
1390,20-309463-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213230333,171,"MULTIPOLYGON(((-73.7543106079102 18.1905420596601,-73.7539672851562 18.1905420596601,-73.7539672851562 18.1902158946376,-73.7543106079102 18.1902158946376,-73.7543106079102 18.1905420596601)))",309463,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470391
1391,20-309463-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213232111,170,"MULTIPOLYGON(((-73.7543106079102 18.1902158946376,-73.7539672851562 18.1902158946376,-73.7539672851562 18.189889729005,-73.7543106079102 18.189889729005,-73.7543106079102 18.1902158946376)))",309463,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309463&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309463/470392
1392,20-309464-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231220,169,"MULTIPOLYGON(((-73.7539672851562 18.1908682240724,-73.7536239624023 18.1908682240724,-73.7536239624023 18.1905420596601,-73.7539672851562 18.1905420596601,-73.7539672851562 18.1908682240724)))",309464,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470390
1393,20-309464-470391,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231222,168,"MULTIPOLYGON(((-73.7539672851562 18.1905420596601,-73.7536239624023 18.1905420596601,-73.7536239624023 18.1902158946376,-73.7539672851562 18.1902158946376,-73.7539672851562 18.1905420596601)))",309464,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470391
1394,20-309464-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213233000,167,"MULTIPOLYGON(((-73.7539672851562 18.1902158946376,-73.7536239624023 18.1902158946376,-73.7536239624023 18.189889729005,-73.7539672851562 18.189889729005,-73.7539672851562 18.1902158946376)))",309464,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309464&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309464/470392
1395,20-309465-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231221,166,"MULTIPOLYGON(((-73.7536239624023 18.1908682240724,-73.7532806396484 18.1908682240724,-73.7532806396484 18.1905420596601,-73.7536239624023 18.1905420596601,-73.7536239624023 18.1908682240724)))",309465,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470390
1396,20-309465-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231223,165,"MULTIPOLYGON(((-73.7536239624023 18.1905420596601,-73.7532806396484 18.1905420596601,-73.7532806396484 18.1902158946376,-73.7536239624023 18.1902158946376,-73.7536239624023 18.1905420596601)))",309465,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470391
1397,20-309465-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213233001,164,"MULTIPOLYGON(((-73.7536239624023 18.1902158946376,-73.7532806396484 18.1902158946376,-73.7532806396484 18.189889729005,-73.7536239624023 18.189889729005,-73.7536239624023 18.1902158946376)))",309465,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309465&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309465/470392
1398,20-309466-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231230,163,"MULTIPOLYGON(((-73.7532806396484 18.1908682240724,-73.7529373168945 18.1908682240724,-73.7529373168945 18.1905420596601,-73.7532806396484 18.1905420596601,-73.7532806396484 18.1908682240724)))",309466,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470390
1399,20-309466-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231232,162,"MULTIPOLYGON(((-73.7532806396484 18.1905420596601,-73.7529373168945 18.1905420596601,-73.7529373168945 18.1902158946376,-73.7532806396484 18.1902158946376,-73.7532806396484 18.1905420596601)))",309466,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470391
1400,20-309466-470392,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213233010,161,"MULTIPOLYGON(((-73.7532806396484 18.1902158946376,-73.7529373168945 18.1902158946376,-73.7529373168945 18.189889729005,-73.7532806396484 18.189889729005,-73.7532806396484 18.1902158946376)))",309466,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309466&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309466/470392
1401,20-309467-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231231,160,"MULTIPOLYGON(((-73.7529373168945 18.1908682240724,-73.7525939941406 18.1908682240724,-73.7525939941406 18.1905420596601,-73.7529373168945 18.1905420596601,-73.7529373168945 18.1908682240724)))",309467,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470390
1402,20-309467-470391,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231233,159,"MULTIPOLYGON(((-73.7529373168945 18.1905420596601,-73.7525939941406 18.1905420596601,-73.7525939941406 18.1902158946376,-73.7529373168945 18.1902158946376,-73.7529373168945 18.1905420596601)))",309467,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470391
1403,20-309467-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213233011,158,"MULTIPOLYGON(((-73.7529373168945 18.1902158946376,-73.7525939941406 18.1902158946376,-73.7525939941406 18.189889729005,-73.7529373168945 18.189889729005,-73.7529373168945 18.1902158946376)))",309467,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309467&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309467/470392
1404,20-309468-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231320,157,"MULTIPOLYGON(((-73.7525939941406 18.1908682240724,-73.7522506713867 18.1908682240724,-73.7522506713867 18.1905420596601,-73.7525939941406 18.1905420596601,-73.7525939941406 18.1908682240724)))",309468,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470390
1405,20-309468-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231322,156,"MULTIPOLYGON(((-73.7525939941406 18.1905420596601,-73.7522506713867 18.1905420596601,-73.7522506713867 18.1902158946376,-73.7525939941406 18.1902158946376,-73.7525939941406 18.1905420596601)))",309468,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470391
1406,20-309468-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213233100,155,"MULTIPOLYGON(((-73.7525939941406 18.1902158946376,-73.7522506713867 18.1902158946376,-73.7522506713867 18.189889729005,-73.7525939941406 18.189889729005,-73.7525939941406 18.1902158946376)))",309468,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309468&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309468/470392
1407,20-309469-470390,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231321,154,"MULTIPOLYGON(((-73.7522506713867 18.1908682240724,-73.7519073486328 18.1908682240724,-73.7519073486328 18.1905420596601,-73.7522506713867 18.1905420596601,-73.7522506713867 18.1908682240724)))",309469,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470390
1408,20-309469-470391,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213231323,153,"MULTIPOLYGON(((-73.7522506713867 18.1905420596601,-73.7519073486328 18.1905420596601,-73.7519073486328 18.1902158946376,-73.7522506713867 18.1902158946376,-73.7522506713867 18.1905420596601)))",309469,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470391
1409,20-309469-470392,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213233101,152,"MULTIPOLYGON(((-73.7522506713867 18.1902158946376,-73.7519073486328 18.1902158946376,-73.7519073486328 18.189889729005,-73.7522506713867 18.189889729005,-73.7522506713867 18.1902158946376)))",309469,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309469&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309469/470392
1410,20-309470-470390,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231330,151,"MULTIPOLYGON(((-73.7519073486328 18.1908682240724,-73.7515640258789 18.1908682240724,-73.7515640258789 18.1905420596601,-73.7519073486328 18.1905420596601,-73.7519073486328 18.1908682240724)))",309470,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470390
1411,20-309470-470391,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231332,150,"MULTIPOLYGON(((-73.7519073486328 18.1905420596601,-73.7515640258789 18.1905420596601,-73.7515640258789 18.1902158946376,-73.7519073486328 18.1902158946376,-73.7519073486328 18.1905420596601)))",309470,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470391
1412,20-309470-470392,1,0,0,0,1,1.0,0.0,0.0,0.0,1.0,03221031320213233110,149,"MULTIPOLYGON(((-73.7519073486328 18.1902158946376,-73.7515640258789 18.1902158946376,-73.7515640258789 18.189889729005,-73.7519073486328 18.189889729005,-73.7519073486328 18.1902158946376)))",309470,470392,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309470&y=470392&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309470/470392
1413,20-309471-470390,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231331,148,"MULTIPOLYGON(((-73.7515640258789 18.1908682240724,-73.751220703125 18.1908682240724,-73.751220703125 18.1905420596601,-73.7515640258789 18.1905420596601,-73.7515640258789 18.1908682240724)))",309471,470390,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309471&y=470390&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309471/470390
1414,20-309471-470391,0,1,0,0,1,0.0,1.0,0.0,0.0,1.0,03221031320213231333,147,"MULTIPOLYGON(((-73.7515640258789 18.1905420596601,-73.751220703125 18.1905420596601,-73.751220703125 18.1902158946376,-73.7515640258789 18.1902158946376,-73.7515640258789 18.1905420596601)))",309471,470391,https://haitidata.org/geoserver/gwc/service/gmaps?layers=geonode:ortho&zoom=20&x=309471&y=470391&format=image/png,https://tiles.openaerialmap.org/612667edb7012200056b5cb9/0/612667edb7012200056b5cba/20/309471/470391
